event_id,player_id,player_first_name,player_last_name,placement,score
2015-010001,20,Claudel,Bilodeau,1,112300
2015-010001,,Coppro,(last Name),2,71100
2015-010001,,Luke,Morgan,3,63200
2015-010001,,Marc-Andre,(last Name),4,63200
2015-010001,,Senechal,D,5,56500
2015-010001,,Shan,K,6,37800
2015-010001,,Aldwin,G,7,28700
2015-010001,17,Alexandre,Boily,8,-21700
2015-010001,13,Anne,Rinfret,9,-30400
2015-010001,,Daniel,Moreno,10,-38900
2015-010001,,Anne-Marie,D,11,-167700
2015-010001,,Patrick,M,12,-187100
