event_id,player_id,player_first_name,player_last_name,placement,score
2019-010003,,Carey,(last Name),1,30400
2019-010003,4,Michael,McLeod,2,23600
2019-010003,13,Anne,Rinfret,3,-2000
2019-010003,,Ty,Kennedy,4,-52000
2019-010003,,Steve,A,5,36900
2019-010003,,Eva,(last Name),6,-3900
2019-010003,19,Lorenzo,Desrosiers,7,-14000
2019-010003,,Noah,Bock,8,-19000
2019-010003,,Simon,C,9,54100
2019-010003,22,Leo,Z,10,-12200
2019-010003,2,Grant,M,11,-57700
2019-010003,20,Claudel,Bilodeau,12,17900
2019-010003,,Steven,Smith,13,-21700
2019-010003,,Joseph,(last Name),14,-69900
2019-010003,,James,W,15,62200
2019-010003,,Estey,G,16,2200
2019-010003,,Alex,L,17,-5200
