event_id,player_id,player_first_name,player_last_name,placement,score
2023-010001,,Amy,Gu,1,57800
2023-010001,14,Jason,Li,2,400
2023-010001,15,Miguel,Chevez,3,-21600
2023-010001,27,Marc-Laurent,Frenette,4,-36600
2023-010001,,William,Slusarz,5,134000
2023-010001,,Konstantin,Pakshaev,6,116100
2023-010001,,Bichen,Wang,7,111200
2023-010001,19,Lorenzo,Desrosiers,8,100700
2023-010001,20,Claudel,Bilodeau,9,76800
2023-010001,,Jeffrey,Tran,10,63400
2023-010001,,Nancy,Gao,11,55900
2023-010001,,Jai,Srivastav,12,50900
2023-010001,,Max,Suddendorf,13,38700
2023-010001,12,Victor,Savard-Arseneault,14,38600
2023-010001,,Melvin,P,15,32800
2023-010001,,Chami,Tanaka,16,27400
2023-010001,,Ty,Kennedy,17,18700
2023-010001,,Estey,Gerstner,18,18600
2023-010001,,Yufang,Hua,19,16200
2023-010001,3,Sylvie,Brunelle,20,14000
2023-010001,,Steve,Augustin,21,12200
2023-010001,21,Julien,Bouchard,22,3000
2023-010001,16,Philippe,Ouellet,23,-12800
2023-010001,,Melissa,Feng,24,-17300
2023-010001,,Allen,Z,25,-21100
2023-010001,,Edward,K,26,-34900
2023-010001,4,Michael,McLeod,27,-42600
2023-010001,,Alex,W,28,-54500
2023-010001,,Kevin,Ng,29,-70800
2023-010001,13,Anne,Rinfret,30,-72600
2023-010001,23,Adrien,Arseneault,31,-82100
2023-010001,17,Alexandre,Boily,32,-84900
2023-010001,22,Leo,Z,33,-95100
2023-010001,18,Sébastien,Bouchard,34,96300
2023-010001,7,Michael,Horton,35,-102300
2023-010001,,Sean,Huguenard,36,-127700
2023-010001,,Arya,Jouhari,37,-129400
2023-010001,24,Alice,Chim,38,-150200
2023-010001,,Cassandra,McClure,39,-178500
2023-010001,,SUBSTITUTE,PLAYER,40,
