event_id,player_id,player_first_name,player_last_name,placement,score
2024-010002,,Bao,Zheng Liu,1,133100
2024-010002,,Xiaochen,Zhu,2,127400
2024-010002,,Aleksander,Orlikowski,3,106900
2024-010002,,Urszula,Szudlich,4,98300
2024-010002,,Vasile,Gherman,5,73900
2024-010002,,Shi Hua,Chen Kold,6,73800
2024-010002,,Stefan,Persson,7,65300
2024-010002,,Sheila,Hansen,8,55300
2024-010002,,Ting,Ma,9,54100
2024-010002,,Annika,Ridell,10,54100
2024-010002,2,Grant,Mahoney,11,51300
2024-010002,,Christos,Charalampous,12,44000
2024-010002,,Katarzyna,Chabelska,13,38600
2024-010002,,Eigo,Kawatani,14,37400
2024-010002,,Junxi,Wang,15,35300
2024-010002,,Max,Ihrén,16,34800
2024-010002,,Anders,Ye,17,31000
2024-010002,,Junjie,Wei,18,25900
2024-010002,,Jeppe,Stig Nielsen,19,24600
2024-010002,,Jesper,Nøhr,20,20900
2024-010002,,Mateusz,Woźniak,21,20700
2024-010002,,Ember,Otreus,22,19700
2024-010002,,Andy,Dang,23,14900
2024-010002,,Michał,Waliszewski,24,14500
2024-010002,,Sebastian,Vikkelsø Elleholm,25,7900
2024-010002,,Kenneth,Chan,26,3900
2024-010002,,Fia,Otréus,27,1600
2024-010002,,Fary,Diop,28,-3500
2024-010002,,Qingshuang,Lu,29,-3900
2024-010002,,Miłosz,Meller,30,-6000
2024-010002,,Nadine,König,31,-10000
2024-010002,,Morten,Andersen,32,-10300
2024-010002,,Maciej,Hudy,33,-12000
2024-010002,,Henrik,Leth,34,-18400
2024-010002,,Espen,Nielsen,35,-19500
2024-010002,,Ksenia,Trishina,36,-36900
2024-010002,,Charlene,Surilla,37,-39000
2024-010002,,Konstantin,Pakshaev,38,-41300
2024-010002,,Joshua,Bäckström,39,-49900
2024-010002,,Petter,Ranefall,40,-52900
2024-010002,,Stefanie,Duhme,41,-53300
2024-010002,,Niklas,Johansson,42,-62500
2024-010002,,Martyna,Jędryczka,43,-76000
2024-010002,,Kevin,Yusharyahya,44,-90700
2024-010002,,Fang,He,45,-104800
2024-010002,,Sheng-An,Yu,46,-177300
2024-010002,,Sebastian,Sztaba,47,-186500
2024-010002,,Jakub,Titow,48,-214500
