event_id,player_id,player_first_name,player_last_name,placement,score
2020-010003,1,Loïc,Roberge,1,92600
2020-010003,,Shan,K,2,103100
2020-010003,,Pio,Yoon,3,125100
2020-010003,,Fortuno,Hung,4,104200
2020-010003,,Nick,Rhoades,5,85600
2020-010003,,Mike,Lee,6,65099
2020-010003,,Karl,J,7,62800
2020-010003,,Andre,Carneiro,8,75000
2020-010003,,Claire,Pozniak,9,58400
2020-010003,,Jeremy,T,10,61000
2020-010003,,Alexander,L,11,45300
2020-010003,,Gail,Gotico,12,61500
2020-010003,,William,L,13,41400
2020-010003,,Molly,Leo,14,45100
2020-010003,,Ty,Kennedy,15,32299
2020-010003,,Andrew,Freeman,16,40900
2020-010003,,Aaron,Ebejer,17,16600
2020-010003,,Gaetano,L,18,29000
2020-010003,22,Leo,Z,19,29200
2020-010003,,Christopher,L,20,13000
2020-010003,,Edwin,D,21,9600
2020-010003,4,Michael,McLeod,22,8400
2020-010003,,Everett,Leo,23,8000
2020-010003,13,Anne,Rinfret,24,7900
2020-010003,,Joe,Oh,25,-5800
2020-010003,,Taylor,Heffernan,26,600
2020-010003,,Brian,Tseng,27,800
2020-010003,,Jaben,Mccormack,28,4700
2020-010003,17,Alexandre,Boily,29,-14100
2020-010003,,Estey,G,30,-15800
2020-010003,26,Jeremy,Lyn,31,-15200
2020-010003,,Derek,Purpura,32,-16400
2020-010003,,Steven,Smith,33,-19200
2020-010003,,Arthur,Mcanally,34,-16600
2020-010003,2,Grant,M,35,-26700
2020-010003,,Moku,O,36,-17400
2020-010003,,Jake,S,37,-28000
2020-010003,19,Lorenzo,Desrosiers,38,-34100
2020-010003,7,Michael,H,39,-38700
2020-010003,,Eric,Hong,40,-58100
2020-010003,,Ron,Falkowski,41,-69400
2020-010003,,Honbin,Y,42,-74500
2020-010003,,Mike,G,43,-63800
2020-010003,,Sarah,Allen,44,-78900
2020-010003,,Patrick,G,45,-99000
2020-010003,,Jessica,H,46,-83800
2020-010003,15,Miguel,Chevez,47,-104000
2020-010003,,Tj,(last Name),48,-135300
2020-010003,,Joesph,T,49,-152500
2020-010003,,Daniel,Porten,-1,
2020-010003,,Szun,K,-2,
