event_id,player_id,player_first_name,player_last_name,placement,score
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
2024-020002,,
