event_id,player_id,player_first_name,player_last_name,placement,score
2017-010003,,Masaharu,Tomotake,1,
2017-010003,,Ryuichi,Masuda,2,
2017-010003,,Hiroyuki,Yamada,3,
2017-010003,,Yutaka,Nakamura,4,
2017-010003,,Katsuo,Takeda,5,
2017-010003,,Yukio,Yoshida,6,
2017-010003,,Lena,Weinguny,7,
2017-010003,,Yuumi,Uotani,8,
2017-010003,,Shingo,Nakamura,9,
2017-010003,,Toshiyuki,Tomozoe,10,
2017-010003,,Shintaro,Konno,11,
2017-010003,,Shigekazu,Moriyama,12,
2017-010003,,Chifumi,Yamawaki,13,
2017-010003,,Manabu,Yamada,14,
2017-010003,,Ossi,Hirvola,15,
2017-010003,,Minako,Akashi,16,
2017-010003,,Masao,Kuroki,17,
2017-010003,,Tomoko,Kusaba,18,
2017-010003,,Kazuhiko,Nishijima,19,
2017-010003,,Yurika,Aoi,20,
2017-010003,,Masato,Kikuhara,21,
2017-010003,,Zach,Francks,22,
2017-010003,,Kotaro,Uchikawa,23,
2017-010003,,Kazuo,Kondo,24,
2017-010003,,Koichiro,Kurosawa,25,
2017-010003,,Yuki,Takeda,26,
2017-010003,,Hidetaka,Sakai,27,
2017-010003,,Martijn,Gulmans,28,
2017-010003,,Martin,Lester,29,
2017-010003,,Kansuke,Sugiura,30,
2017-010003,,Aki,Nikaido,31,
2017-010003,,Ryosuke,Mito,32,
2017-010003,,Makoto,Hayama,33,
2017-010003,,Maiko,Saito,34,
2017-010003,,Kenneth,Tokuda,35,
2017-010003,,Asapin,(last name),36,
2017-010003,,Sho,Shiratori,37,
2017-010003,,Minori,Uchida,38,
2017-010003,,Kentaro,Kakigi,39,
2017-010003,,Takahiro,Sakurai,40,
2017-010003,,Yoshikazu,Shibata,41,
2017-010003,,Yuanqi,Shan,42,
2017-010003,,Joel,Ratsimandresy,43,
2017-010003,,Tham,Feng,44,
2017-010003,,Masato,Morishita,45,
2017-010003,,Matej,Labaš,46,
2017-010003,,Aaron,Ebejer,47,
2017-010003,,Keijun,Nara,48,
2017-010003,,Wolfram,Poh,49,
2017-010003,,George,Liu-Krason,50,
2017-010003,,Sakiku,Tezuka,51,
2017-010003,,Mio,Kim,52,
2017-010003,,Ty,Kennedy,53,
2017-010003,,Mark,Lemoine,54,
2017-010003,,Yuko,Ito,55,
2017-010003,,Amauri,Sanches,56,
2017-010003,,Shusuke,Aoyama,57,
2017-010003,,Maya,Matuda,58,
2017-010003,,Ilya,Monakov,59,
2017-010003,,Anna,Zubenko,60,
2017-010003,,Naoki,Kyakuno,61,
2017-010003,,Jesper,Nøhr,62,
2017-010003,,Ryan,Adams,63,
2017-010003,,Yu,Kozumi,64,
2017-010003,,Takeshi,Igarashi,65,
2017-010003,,Freddy,Christiansen,66,
2017-010003,,Kouhei,Taniguchi,67,
2017-010003,,Kyosuke,Hyuga,68,
2017-010003,,Jacek,Borysiak,69,
2017-010003,,Reserve,Reserve,70,
2017-010003,,Hiroshi,Yamai,71,
2017-010003,,Zixuan,Jiang,72,
2017-010003,,Konsta,Lensu,73,
2017-010003,,Bing ho,Lee,74,
2017-010003,,Evan,Nelson,75,
2017-010003,,Anthony,To,76,
2017-010003,,Felipe,Rojas,77,
2017-010003,,Shaun,Drury,78,
2017-010003,,Timur,Hahn,79,
2017-010003,,Frank,Rostved-Anberg,80,
2017-010003,,Zoltan,Dinyesi,81,
2017-010003,,Naoki,Setokuma,82,
2017-010003,,Kenichi,Abe,83,
2017-010003,,Tsuyoshi,Nakamura,84,
2017-010003,,Juraj,Jerguš,85,
2017-010003,,Bartosz,Żuk,86,
2017-010003,,Gemma,Sakamoto,87,
2017-010003,,Panjing,Song,88,
2017-010003,,Hiroe,Sugawara,89,
2017-010003,,David,Clarke,90,
2017-010003,,Makoto,Ishihara,91,
2017-010003,,Noriyuki,Kiriyama,92,
2017-010003,,Satoshi,Fujisaki,93,
2017-010003,,Kirill,Osipov,94,
2017-010003,,Tadashi,Yoshida,95,
2017-010003,,James,Bragg,96,
2017-010003,,Eigo,Kawatani,97,
2017-010003,,Kohei,Ide,98,
2017-010003,,Mari,Takamiya,99,
2017-010003,,Masao,Fukumitsu,100,
2017-010003,,Mateusz,Woźniak,101,
2017-010003,,Atsushi,Yoshino,102,
2017-010003,,Gian,Menegazzo,103,
2017-010003,,Wenlong,Li,104,
2017-010003,,Jasper,Germeys,105,
2017-010003,,Chaolei,Chen,106,
2017-010003,,Norio,Iga,107,
2017-010003,,Saya,Aoki,108,
2017-010003,,Toshiko,Nishikawa,109,
2017-010003,,Ryoei,Hirano,110,
2017-010003,,Anton,Yarchuk,111,
2017-010003,,Toshimasa,Cho,112,
2017-010003,,Stefan,Persson,113,
2017-010003,,Martijn,Klaar,114,
2017-010003,,Maksym,Ivanov,115,
2017-010003,,Roland,Maier,116,
2017-010003,,Manuel,Tomisser,117,
2017-010003,,Shun,Saito,118,
2017-010003,,Yudai,Maehara,119,
2017-010003,,Matias,Alloatti,120,
2017-010003,,Charlie,Mcdonell,121,
2017-010003,,Shane,Zamora,122,
2017-010003,,Junko,Nakamura,123,
2017-010003,,Lucas,Palmero,124,
2017-010003,,Allon,Scheyer,125,
2017-010003,,Tsugumitsu,Kiyohara,126,
2017-010003,,Annabel,Di domenico,127,
2017-010003,,Jian,Li,128,
2017-010003,,Hiro,Shibata,129,
2017-010003,,Kozue,Miyauchi,130,
2017-010003,,Hong,Li,131,
2017-010003,,Isabel,Bahiano steenholm,132,
2017-010003,,Kaejer,Cheo,133,
2017-010003,,Tina,Koshimoto,134,
2017-010003,,Yixuan,Liu,135,
2017-010003,,Wang,Peng,136,
2017-010003,,Tomoaki,Iwai,137,
2017-010003,4,Michael,McLeod,138,
2017-010003,,Nicole,Haasbroek,139,
2017-010003,,Garthe,Nelson,140,
2017-010003,,Olivier,Cao,141,
2017-010003,,Henrik,Leth,142,
2017-010003,,Kira,Nebilak,143,
2017-010003,,Jun,Nishikawa,144,
2017-010003,,Yukihiro,Tsuchiya,145,
2017-010003,,Christopher,Rowe,146,
2017-010003,,Kevin,Shi,147,
2017-010003,,Daniel,Moreno,148,
2017-010003,,Takashi,Furuhashi,149,
2017-010003,,Vadim,Horwat,150,
2017-010003,,Andrew james,Whitcomb,151,
2017-010003,,Jenn,Barr,152,
2017-010003,,Axel,Eschenburg,153,
2017-010003,,Rio,Tojyo,154,
2017-010003,,Janne,Hannikainen,155,
2017-010003,,Mikhail,Lugovkin,156,
2017-010003,,Matt,Myers,157,
2017-010003,,Marek,Wakuluk,158,
2017-010003,,Jaben,Mccormack,159,
2017-010003,,Tong,Tong,160,
2017-010003,,Sylvain,Royer,161,
2017-010003,,Edwin,Dizon,162,
2017-010003,,Fritioff,Olssen,163,
2017-010003,,Alexander,Wankmüller,164,
2017-010003,,Michael,Donaghy,165,
2017-010003,,Kinyan,Lui,166,
2017-010003,,Morten,Andersen,167,
2017-010003,,Bichen,Wang,168,
2017-010003,,Anne-Mari,Haapsamo,169,
2017-010003,,Vladimir,Bogdanov,170,
2017-010003,,Aruto,Kurosaki,171,
2017-010003,,Si l,Lai,172,
2017-010003,,Anthony,Hsieh,173,
2017-010003,,David,Li,174,
2017-010003,,Vincent,Gau,175,
2017-010003,,John,Duckworth,176,
2017-010003,,Kevin,Lin,177,
2017-010003,,Oxana,Vyshivannaya,178,
2017-010003,,Ondrej,Bellay,179,
2017-010003,,Lukas,Puschmann,180,
2017-010003,,Hiyori,Aida,181,
2017-010003,,Andrey,Shifrin,182,
2017-010003,,Frauke,Roos,183,
2017-010003,,Hisato,Sasaki,184,
2017-010003,,Kenji,Baba,185,
2017-010003,,Nao,Ogasahara,186,
2017-010003,,Mikko,Kirjokangas,187,
2017-010003,,Oliwia,Wolska,188,
2017-010003,,Glenn,Ivar,189,
2017-010003,,Ryan,Gan,190,
2017-010003,,Dominik,Kolenda,191,
2017-010003,,Gregory,Chin,192,
2017-010003,,Rachel,Halperin,193,
2017-010003,,Mark,Haines,194,
2017-010003,,Joe-Calberson,Huynh,195,
2017-010003,,Kenyu,Hayashi,196,
2017-010003,2,Grant,Mahoney,197,
2017-010003,,Aldwin,Gordula,198,
2017-010003,,Daniel,Burnham,199,
2017-010003,,Mai,Nishikawa,200,
2017-010003,,Benjamin,Boas,201,
2017-010003,,Takashi,Masui,202,
2017-010003,,Thomas,Riedel,203,
2017-010003,,Michael,Zahradnik,204,
2017-010003,,Aidan,Robison,205,
2017-010003,,Philipp,Martin,206,
2017-010003,,Yuji,Sugimoto,207,
2017-010003,,Scott,Miller,208,
2017-010003,,Michal,Marko,209,
2017-010003,,Sheila,Hansen,210,
2017-010003,13,Anne,Rinfret,211,
2017-010003,,Ans,Hoogland,212,
2017-010003,,Simon,Picard,213,
2017-010003,,Alexander,Doppelhofer,214,
2017-010003,,Philip,Abdollahi,215,
2017-010003,,Pablo,Figoni,216,
2017-010003,,Sergio,Matos lima,217,
2017-010003,,Daniel,Gahler,218,
2017-010003,,Tina,Christensen,219,
2017-010003,,Shane,Rideout,220,
2017-010003,,Ilka,Stummeyer,221,
2017-010003,,Cor,Hoogland,222,
2017-010003,,Tuvya,Felt,223,
2017-010003,,Arthur,Melgoza,224,
